5,9,61,191,29
5,10,29,191,29
5,11,29,191,61
5,12,29,191,94
5,13,29,191,126
5,14,29,191,159
5,15,29,191,191
5,16,29,159,191
5,17,29,126,191
5,18,29,94,191
5,19,29,61,191
5,20,29,29,191
5,21,61,29,191
5,22,94,29,191
5,23,126,29,191
5,24,159,29,191
5,25,191,29,191
5,26,191,29,159
5,27,191,29,126
5,28,191,29,94
5,29,191,29,61
6,0,209,31,31
6,1,209,67,31
6,2,209,102,31
6,3,209,138,31
6,4,209,174,31
6,5,209,209,31
6,6,174,209,31
6,7,138,209,31
6,8,102,209,31
6,9,67,209,31
6,10,31,209,31
6,11,31,209,67
6,12,31,209,102
6,13,31,209,138
6,14,31,209,174
6,15,31,209,209
6,16,31,174,209
6,17,31,138,209
6,18,31,102,209
6,19,31,67,209
6,20,31,31,209
6,21,67,31,209
6,22,102,31,209
6,23,138,31,209
6,24,174,31,209
6,25,209,31,209
6,26,209,31,174
6,27,209,31,138
6,28,209,31,102
6,29,209,31,67
7,0,227,34,34
7,1,227,73,34
7,2,227,111,34
7,3,227,150,34
7,4,227,188,34
7,5,227,227,34
7,6,188,227,34
7,7,150,227,34
7,8,111,227,34
7,9,73,227,34
7,10,34,227,34
7,11,34,227,73
7,12,34,227,111
7,13,34,227,150
7,14,34,227,188
7,15,34,227,227
7,16,34,188,227
7,17,34,150,227
7,18,34,111,227
7,19,34,73,227
7,20,34,34,227
7,21,73,34,227
7,22,111,34,227
7,23,150,34,227
7,24,188,34,227
7,25,227,34,227
7,26,227,34,188
7,27,227,34,150
7,28,227,34,111
7,29,227,34,73
8,0,255,38,38
8,1,255,82,38
8,2,255,125,38
8,3,255,168,38
8,4,255,212,38
8,5,255,255,38
8,6,212,255,38
8,7,168,255,38
8,8,125,255,38
8,9,82,255,38
8,10,38,255,38
8,11,38,255,82
8,12,38,255,125
8,13,38,255,168
8,14,38,255,212
8,15,38,255,255
8,16,38,212,255
8,17,38,168,255
8,18,38,125,255
8,19,38,82,255
8,20,38,38,255
8,21,82,38,255
8,22,125,38,255
8,23,168,38,255
8,24,212,38,255
8,25,255,38,255
8,26,255,38,212
8,27,255,38,168
8,28,255,38,125
8,29,255,38,82
9,0,235,35,35
9,1,235,75,35
9,2,235,115,35
9,3,235,155,35
9,4,235,195,35
9,5,235,235,35
9,6,195,235,35
9,7,155,235,35
9,8,115,235,35
9,9,75,235,35
9,10,35,235,35
9,11,35,235,75
9,12,35,235,115
